UUID        = fd9a3a45-96e6-41a9-b8de-f65a3629399f
     20298560     ECG3   3253 
     20298561     ECG3   3253 
     20298562     ECG3   3253 
     20298563     ECG3   3253 
     20298564     ECG3   3253 
     20298565     ECG3   3253 
     20298566     ECG3   3253 
     20298567     ECG3   3253 
     20298568     ECG3   3253 
     20298569     ECG3   3253 
     20298570     ECG3   3253 
     20298571     ECG3   3253 
     20298572     ECG3   3253 
     20298573     ECG3   3253 
     20298574     ECG3   3253 
     20298575     ECG3   3253 
     20298576     ECG3   3253 
     20298577     ECG3   3253 
     20298578     ECG3   3253 
     20298579     ECG3   3253 
     20298580     ECG3   3253 
     20298581     ECG3   3253 
     20298582     ECG3   3253 
     20298583     ECG3   3253 
     20298584     ECG3   3253 
     20298585     ECG3   3253 
     20298586     ECG3   3253 
     20298587     ECG3   3253 
     20298588     ECG3   3253 
     20298589     ECG3   3253 
     20298590     ECG3   3253 
     20298591     ECG3   3253 
     20298592     ECG3   3253 
     20298593     ECG3   3253 
     20298554     ECG4   3506 
     20298555     ECG4   3506 
     20298556     ECG4   3506 
     20298557     ECG4   3506 
     20298558     ECG4   3506 
     20298559     ECG4   3506 
     20298560     ECG4   3506 
     20298561     ECG4   3506 
     20298562     ECG4   3506 
     20298563     ECG4   3506 
     20298564     ECG4   3506 
     20298565     ECG4   3506 
     20298566     ECG4   3506 
     20298567     ECG4   3506 
     20298568     ECG4   3506 
     20298569     ECG4   3506 
     20298570     ECG4   3506 
     20298571     ECG4   3506 
     20298572     ECG4   3506 
     20298573     ECG4   3506 
     20298574     ECG4   3506 
     20298575     ECG4   3506 
     20298576     ECG4   3506 
     20298577     ECG4   3506 
     20298578     ECG4   3506 
     20298579     ECG4   3506 
     20298580     ECG4   3506 
     20298581     ECG4   3506 
     20298582     ECG4   3506 
     20298583     ECG4   3506 
     20298584     ECG4   3506 
     20298585     ECG4   3506 
     20298586     ECG4   3506 
     20298587     ECG4   3506 
     20298588     ECG4   3506 
     20298589     ECG4   3506 
     20298590     ECG4   3506 
     20298591     ECG4   3506 
     20298592     ECG4   3506 
     20298593     ECG4   3506 
     20298594     ECG1   3670 
     20298595     ECG1   3670 
     20298596     ECG1   3670 
     20298597     ECG1   3670 
     20298598     ECG1   3670 
     20298599     ECG1   3670 
     20298600     ECG1   3670 
     20298601     ECG1   3670 
     20298602     ECG1   3670 
     20298603     ECG1   3670 
     20298604     ECG1   3670 
     20298605     ECG1   3670 
     20298606     ECG1   3670 
     20298607     ECG1   3670 
     20298608     ECG1   3670 
     20298609     ECG1   3670 
     20298610     ECG1   3670 
     20298611     ECG1   3670 
     20298612     ECG1   3670 
     20298613     ECG1   3670 
     20298614     ECG1   3670 
     20298615     ECG1   3670 
     20298616     ECG1   3670 
     20298617     ECG1   3670 
     20298618     ECG1   3670 
     20298619     ECG1   3670 
     20298620     ECG1   3670 
     20298621     ECG1   3670 
     20298622     ECG1   3670 
     20298623     ECG1   3670 
     20298624     ECG1   3670 
     20298625     ECG1   3670 
     20298626     ECG1   3670 
     20298627     ECG1   3670 
     20298628     ECG1   3670 
     20298629     ECG1   3670 
     20298630     ECG1   3670 
     20298631     ECG1   3670 
     20298632     ECG1   3670 
     20298633     ECG1   3670 
     20298594     ECG2   2943 
     20298595     ECG2   2943 
     20298596     ECG2   2943 
     20298597     ECG2   2943 
     20298598     ECG2   2943 
     20298599     ECG2   2943 
     20298600     ECG2   2943 
     20298601     ECG2   2943 
     20298602     ECG2   2943 
     20298603     ECG2   2943 
     20298604     ECG2   2943 
     20298605     ECG2   2943 
     20298606     ECG2   2943 
     20298607     ECG2   2943 
     20298608     ECG2   2943 
     20298609     ECG2   2943 
     20298610     ECG2   2943 
     20298611     ECG2   2943 
     20298612     ECG2   2943 
     20298613     ECG2   2943 
     20298614     ECG2   2943 
     20298615     ECG2   2943 
     20298616     ECG2   2943 
     20298617     ECG2   2943 
     20298618     ECG2   2943 
     20298619     ECG2   2943 
     20298620     ECG2   2943 
     20298621     ECG2   2943 
     20298622     ECG2   2943 
     20298623     ECG2   2943 
     20298624     ECG2   2943 
     20298625     ECG2   2943 
     20298626     ECG2   2943 
     20298627     ECG2   2943 
     20298628     ECG2   2943 
     20298629     ECG2   2943 
     20298630     ECG2   2943 
     20298631     ECG2   2943 
     20298632     ECG2   2943 
     20298633     ECG2   2943 
     20298594     ECG3   3253 
     20298595     ECG3   3253 
     20298596     ECG3   3253 
     20298597     ECG3   3253 
     20298598     ECG3   3253 
     20298599     ECG3   3253 
     20298600     ECG3   3253 
     20298601     ECG3   3253 
     20298602     ECG3   3253 
     20298603     ECG3   3253 
     20298604     ECG3   3253 
     20298605     ECG3   3253 
     20298606     ECG3   3253 
     20298607     ECG3   3253 
     20298608     ECG3   3253 
     20298609     ECG3   3253 
     20298610     ECG3   3253 
     20298611     ECG3   3253 
     20298612     ECG3   3253 
     20298613     ECG3   3253 
     20298614     ECG3   3253 
     20298615     ECG3   3253 
     20298616     ECG3   3253 
     20298617     ECG3   3253 
     20298618     ECG3   3253 
     20298619     ECG3   3253 
     20298620     ECG3   3253 
     20298621     ECG3   3253 
     20298622     ECG3   3253 
     20298623     ECG3   3253 
     20298624     ECG3   3253 
     20298625     ECG3   3253 
     20298626     ECG3   3253 
     20298627     ECG3   3253 
     20298628     ECG3   3253 
     20298629     ECG3   3253 
     20298630     ECG3   3253 
     20298631     ECG3   3253 
     20298632     ECG3   3253 
     20298633     ECG3   3253 
     20298594     ECG4   3506 
     20298595     ECG4   3506 
     20298596     ECG4   3506 
     20298597     ECG4   3506 
     20298598     ECG4   3506 
     20298599     ECG4   3506 
     20298600     ECG4   3506 
     20298601     ECG4   3506 
     20298602     ECG4   3506 
     20298603     ECG4   3506 
     20298604     ECG4   3506 
     20298605     ECG4   3506 
     20298606     ECG4   3506 
     20298607     ECG4   3506 
     20298608     ECG4   3506 
     20298609     ECG4   3506 
     20298610     ECG4   3506 
     20298611     ECG4   3506 
     20298612     ECG4   3506 
     20298613     ECG4   3506 
     20298614     ECG4   3506 
     20298615     ECG4   3506 
     20298616     ECG4   3506 
     20298617     ECG4   3506 
     20298618     ECG4   3506 
     20298619     ECG4   3506 
     20298620     ECG4   3506 
     20298621     ECG4   3506 
     20298622     ECG4   3506 
     20298623     ECG4   3506 
     20298624     ECG4   3506 
     20298625     ECG4   3506 
     20298626     ECG4   3506 
     20298627     ECG4   3506 
     20298628     ECG4   3506 
     20298629     ECG4   3506 
     20298630     ECG4   3506 
     20298631     ECG4   3506 
     20298632     ECG4   3506 
     20298633     ECG4   3506 
     20298634     ECG1   3670 
     20298635     ECG1   3670 
     20298636     ECG1   3670 
     20298637     ECG1   3670 
     20298638     ECG1   3670 
     20298639     ECG1   3670 
     20298640     ECG1   3670 
     20298641     ECG1   3670 
     20298642     ECG1   3670 
     20298643     ECG1   3670 
     20298644     ECG1   3670 
     20298645     ECG1   3670 
     20298646     ECG1   3670 
     20298647     ECG1   3670 
     20298648     ECG1   3670 
     20298649     ECG1   3670 
     20298650     ECG1   3670 
     20298651     ECG1   3670 
     20298652     ECG1   3670 
     20298653     ECG1   3670 
     20298654     ECG1   3670 
     20298655     ECG1   3670 
     20298656     ECG1   3670 
     20298657     ECG1   3670 
     20298658     ECG1   3670 
     20298659     ECG1   3670 
     20298660     ECG1   3670 
     20298661     ECG1   3670 
     20298662     ECG1   3670 
     20298663     ECG1   3670 
     20298664     ECG1   3670 
     20298665     ECG1   3670 
     20298666     ECG1   3670 
     20298667     ECG1   3670 
     20298668     ECG1   3670 
     20298669     ECG1   3670 
     20298670     ECG1   3670 
     20298671     ECG1   3670 
     20298672     ECG1   3670 
     20298673     ECG1   3670 
     20298634     ECG2   2943 
     20298635     ECG2   2943 
     20298636     ECG2   2943 
     20298637     ECG2   2943 
     20298638     ECG2   2943 
     20298639     ECG2   2943 
     20298640     ECG2   2943 
     20298641     ECG2   2943 
     20298642     ECG2   2943 
     20298643     ECG2   2943 
     20298644     ECG2   2943 
     20298645     ECG2   2943 
     20298646     ECG2   2943 
     20298647     ECG2   2943 
     20298648     ECG2   2943 
     20298649     ECG2   2943 
     20298650     ECG2   2943 
     20298651     ECG2   2943 
     20298652     ECG2   2943 
     20298653     ECG2   2943 
     20298654     ECG2   2943 
     20298655     ECG2   2943 
     20298656     ECG2   2943 
     20298657     ECG2   2943 
     20298658     ECG2   2943 
     20298659     ECG2   2943 
     20298660     ECG2   2943 
     20298661     ECG2   2943 
     20298662     ECG2   2943 
     20298663     ECG2   2943 
     20298664     ECG2   2943 
     20298665     ECG2   2943 
     20298666     ECG2   2943 
     20298667     ECG2   2943 
     20298668     ECG2   2943 
     20298669     ECG2   2943 
     20298670     ECG2   2943 
     20298671     ECG2   2943 
     20298672     ECG2   2943 
     20298673     ECG2   2943 
     20298634     ECG3   3253 
     20298635     ECG3   3253 
     20298636     ECG3   3253 
     20298637     ECG3   3253 
     20298638     ECG3   3253 
     20298639     ECG3   3253 
     20298640     ECG3   3253 
     20298641     ECG3   3253 
     20298642     ECG3   3253 
     20298643     ECG3   3253 
     20298644     ECG3   3253 
     20298645     ECG3   3253 
     20298646     ECG3   3253 
     20298647     ECG3   3253 
     20298648     ECG3   3253 
     20298649     ECG3   3253 
     20298650     ECG3   3253 
     20298651     ECG3   3253 
     20298652     ECG3   3253 
     20298653     ECG3   3253 
     20298654     ECG3   3253 
     20298655     ECG3   3253 
     20298656     ECG3   3253 
     20298657     ECG3   3253 
     20298658     ECG3   3253 
     20298659     ECG3   3253 
     20298660     ECG3   3253 
     20298661     ECG3   3253 
     20298662     ECG3   3253 
     20298663     ECG3   3253 
     20298664     ECG3   3253 
     20298665     ECG3   3253 
     20298666     ECG3   3253 
     20298667     ECG3   3253 
     20298668     ECG3   3253 
     20298669     ECG3   3253 
     20298670     ECG3   3253 
     20298671     ECG3   3253 
     20298672     ECG3   3253 
     20298673     ECG3   3253 
     20298634     ECG4   3506 
     20298635     ECG4   3506 
     20298636     ECG4   3506 
     20298637     ECG4   3506 
     20298638     ECG4   3506 
     20298639     ECG4   3506 
     20298640     ECG4   3506 
     20298641     ECG4   3506 
     20298642     ECG4   3506 
     20298643     ECG4   3506 
     20298644     ECG4   3506 
     20298645     ECG4   3506 
     20298646     ECG4   3506 
     20298647     ECG4   3506 
     20298648     ECG4   3506 
     20298649     ECG4   3506 
     20298650     ECG4   3506 
     20298651     ECG4   3506 
     20298652     ECG4   3506 
     20298653     ECG4   3506 
     20298654     ECG4   3506 
     20298655     ECG4   3506 
     20298656     ECG4   3506 
     20298657     ECG4   3506 
     20298658     ECG4   3506 
     20298659     ECG4   3506 
     20298660     ECG4   3506 
     20298661     ECG4   3506 
     20298662     ECG4   3506 
     20298663     ECG4   3506 
     20298664     ECG4   3506 
     20298665     ECG4   3506 
     20298666     ECG4   3506 
     20298667     ECG4   3506 
     20298668     ECG4   3506 
     20298669     ECG4   3506 
     20298670     ECG4   3506 
     20298671     ECG4   3506 
     20298672     ECG4   3506 
     20298673     ECG4   3506 
     20298674     ECG1   3670 
     20298675     ECG1   3670 
     20298676     ECG1   3670 
     20298677     ECG1   3670 
     20298678     ECG1   3670 
     20298679     ECG1   3670 
     20298680     ECG1   3670 
     20298681     ECG1   3670 
     20298682     ECG1   3670 
     20298683     ECG1   3670 
     20298684     ECG1   3670 
     20298685     ECG1   3670 
     20298686     ECG1   3670 
     20298687     ECG1   3670 
     20298688     ECG1   3670 
     20298689     ECG1   3670 
     20298690     ECG1   3670 
     20298691     ECG1   3670 
     20298692     ECG1   3670 
     20298693     ECG1   3670 
     20298694     ECG1   3670 
     20298695     ECG1   3670 
     20298696     ECG1   3670 
     20298697     ECG1   3670 
     20298698     ECG1   3670 
     20298699     ECG1   3670 
     20298700     ECG1   3670 
     20298701     ECG1   3670 
     20298702     ECG1   3670 
     20298703     ECG1   3670 
     20298704     ECG1   3670 
     20298705     ECG1   3670 
     20298706     ECG1   3670 
     20298707     ECG1   3670 
     20298708     ECG1   3670 
     20298709     ECG1   3670 
     20298710     ECG1   3670 
     20298711     ECG1   3670 
     20298712     ECG1   3670 
     20298713     ECG1   3670 
     20298674     ECG2   2943 
     20298675     ECG2   2943 
     20298676     ECG2   2943 
     20298677     ECG2   2943 
     20298678     ECG2   2943 
     20298679     ECG2   2943 
     20298680     ECG2   2943 
     20298681     ECG2   2943 
     20298682     ECG2   2943 
     20298683     ECG2   2943 
     20298684     ECG2   2943 
     20298685     ECG2   2943 
     20298686     ECG2   2943 
     20298687     ECG2   2943 
     20298688     ECG2   2943 
     20298689     ECG2   2943 
     20298690     ECG2   2943 
     20298691     ECG2   2943 
     20298692     ECG2   2943 
     20298693     ECG2   2943 
     20298694     ECG2   2943 
     20298695     ECG2   2943 
     20298696     ECG2   2943 
     20298697     ECG2   2943 
     20298698     ECG2   2943 
     20298699     ECG2   2943 
     20298700     ECG2   2943 
     20298701     ECG2   2943 
     20298702     ECG2   2943 
     20298703     ECG2   2943 
     20298704     ECG2   2943 
     20298705     ECG2   2943 
     20298706     ECG2   2943 
     20298707     ECG2   2943 
     20298708     ECG2   2943 
     20298709     ECG2   2943 
     20298710     ECG2   2943 
     20298711     ECG2   2943 
     20298712     ECG2   2943 
     20298713     ECG2   2943 
     20298674     ECG3   3253 
     20298675     ECG3   3253 
     20298676     ECG3   3253 
     20298677     ECG3   3253 
     20298678     ECG3   3253 
     20298679     ECG3   3253 
     20298680     ECG3   3253 
     20298681     ECG3   3253 
     20298682     ECG3   3253 
     20298683     ECG3   3253 
     20298684     ECG3   3253 
     20298685     ECG3   3253 
     20298686     ECG3   3253 
     20298687     ECG3   3253 
     20298688     ECG3   3253 
     20298689     ECG3   3253 
     20298690     ECG3   3253 
     20298691     ECG3   3253 
     20298692     ECG3   3253 
     20298693     ECG3   3253 
     20298694     ECG3   3253 
     20298695     ECG3   3253 
     20298696     ECG3   3253 
     20298697     ECG3   3253 
     20298698     ECG3   3253 
     20298699     ECG3   3253 
     20298700     ECG3   3253 
     20298701     ECG3   3253 
     20298702     ECG3   3253 
     20298703     ECG3   3253 
     20298704     ECG3   3253 
     20298705     ECG3   3253 
     20298706     ECG3   3253 
     20298707     ECG3   3253 
     20298708     ECG3   3253 
     20298709     ECG3   3253 
     20298710     ECG3   3253 
     20298711     ECG3   3253 
     20298712     ECG3   3253 
     20298713     ECG3   3253 
     20298674     ECG4   3506 
     20298675     ECG4   3506 
     20298676     ECG4   3506 
     20298677     ECG4   3506 
     20298678     ECG4   3506 
     20298679     ECG4   3506 
     20298680     ECG4   3506 
     20298681     ECG4   3506 
     20298682     ECG4   3506 
     20298683     ECG4   3506 
     20298684     ECG4   3506 
     20298685     ECG4   3506 
     20298686     ECG4   3506 
     20298687     ECG4   3506 
     20298688     ECG4   3506 
     20298689     ECG4   3506 
     20298690     ECG4   3506 
     20298691     ECG4   3506 
     20298692     ECG4   3506 
     20298693     ECG4   3506 
     20298694     ECG4   3506 
     20298695     ECG4   3506 
     20298696     ECG4   3506 
     20298697     ECG4   3506 
     20298698     ECG4   3506 
     20298699     ECG4   3506 
     20298700     ECG4   3506 
     20298701     ECG4   3506 
     20298702     ECG4   3506 
     20298703     ECG4   3506 
     20298704     ECG4   3506 
     20298705     ECG4   3506 
     20298706     ECG4   3506 
     20298707     ECG4   3506 
     20298708     ECG4   3506 
     20298709     ECG4   3506 
     20298710     ECG4   3506 
     20298711     ECG4   3506 
     20298712     ECG4   3506 
     20298713     ECG4   3506 
     20298714     ECG1   3670 
     20298715     ECG1   3670 
     20298716     ECG1   3670 
     20298717     ECG1   3670 
     20298718     ECG1   3670 
     20298719     ECG1   3670 
     20298720     ECG1   3670 
     20298721     ECG1   3670 
     20298722     ECG1   3670 
     20298723     ECG1   3670 
     20298724     ECG1   3670 
     20298725     ECG1   3670 
     20298726     ECG1   3670 
     20298727     ECG1   3670 
     20298728     ECG1   3670 
     20298729     ECG1   3670 
     20298730     ECG1   3670 
     20298731     ECG1   3670 
     20298732     ECG1   3670 
     20298733     ECG1   3670 
     20298734     ECG1   3670 
     20298735     ECG1   3670 
     20298736     ECG1   3670 
     20298737     ECG1   3670 
     20298738     ECG1   3670 
     20298739     ECG1   3670 
     20298740     ECG1   3670 
     20298741     ECG1   3670 
     20298742     ECG1   3670 
     20298743     ECG1   3670 
     20298744     ECG1   3670 
     20298745     ECG1   3670 
     20298746     ECG1   3670 
     20298747     ECG1   3670 
     20298748     ECG1   3670 
     20298749     ECG1   3670 
     20298750     ECG1   3670 
     20298751     ECG1   3670 
     20298752     ECG1   3670 
     20298753     ECG1   3670 
     20298714     ECG2   2943 
     20298715     ECG2   2943 
     20298716     ECG2   2943 
     20298717     ECG2   2943 
     20298718     ECG2   2943 
     20298719     ECG2   2943 
     20298720     ECG2   2943 
     20298721     ECG2   2943 
     20298722     ECG2   2943 
     20298723     ECG2   2943 
     20298724     ECG2   2943 
     20298725     ECG2   2943 
     20298726     ECG2   2943 
     20298727     ECG2   2943 
     20298728     ECG2   2943 
     20298729     ECG2   2943 
     20298730     ECG2   2943 
     20298731     ECG2   2943 
     20298732     ECG2   2943 
     20298733     ECG2   2943 
     20298734     ECG2   2943 
     20298735     ECG2   2943 
     20298736     ECG2   2943 
     20298737     ECG2   2943 
     20298738     ECG2   2943 
     20298739     ECG2   2943 
     20298740     ECG2   2943 
     20298741     ECG2   2943 
     20298742     ECG2   2943 
     20298743     ECG2   2943 
     20298744     ECG2   2943 
     20298745     ECG2   2943 
     20298746     ECG2   2943 
     20298747     ECG2   2943 
     20298748     ECG2   2943 
     20298749     ECG2   2943 
     20298750     ECG2   2943 
     20298751     ECG2   2943 
     20298752     ECG2   2943 
     20298753     ECG2   2943 
     20298714     ECG3   3253 
     20298715     ECG3   3253 
     20298716     ECG3   3253 
     20298717     ECG3   3253 
     20298718     ECG3   3253 
     20298719     ECG3   3253 
     20298720     ECG3   3253 
     20298721     ECG3   3253 
     20298722     ECG3   3253 
     20298723     ECG3   3253 
     20298724     ECG3   3253 
     20298725     ECG3   3253 
     20298726     ECG3   3253 
     20298727     ECG3   3253 
     20298728     ECG3   3253 
     20298729     ECG3   3253 
     20298730     ECG3   3253 
     20298731     ECG3   3253 
     20298732     ECG3   3253 
     20298733     ECG3   3253 
     20298734     ECG3   3253 
     20298735     ECG3   3253 
     20298736     ECG3   3253 
     20298737     ECG3   3253 
     20298738     ECG3   3253 
     20298739     ECG3   3253 
     20298740     ECG3   3253 
     20298741     ECG3   3253 
     20298742     ECG3   3253 
     20298743     ECG3   3253 
     20298744     ECG3   3253 
     20298745     ECG3   3253 
     20298746     ECG3   3253 
     20298747     ECG3   3253 
     20298748     ECG3   3253 
     20298749     ECG3   3253 
     20298750     ECG3   3253 
     20298751     ECG3   3253 
     20298752     ECG3   3253 
     20298753     ECG3   3253 
     20298714     ECG4   3506 
     20298715     ECG4   3506 
     20298716     ECG4   3506 
     20298717     ECG4   3506 
     20298718     ECG4   3506 
     20298719     ECG4   3506 
     20298720     ECG4   3506 
     20298721     ECG4   3506 
     20298722     ECG4   3506 
     20298723     ECG4   3506 
     20298724     ECG4   3506 
     20298725     ECG4   3506 
     20298726     ECG4   3506 
     20298727     ECG4   3506 
     20298728     ECG4   3506 
     20298729     ECG4   3506 
     20298730     ECG4   3506 
     20298731     ECG4   3506 
     20298732     ECG4   3506 
     20298733     ECG4   3506 
     20298734     ECG4   3506 
     20298735     ECG4   3506 
     20298736     ECG4   3506 
     20298737     ECG4   3506 
     20298738     ECG4   3506 
     20298739     ECG4   3506 
     20298740     ECG4   3506 
     20298741     ECG4   3506 
     20298742     ECG4   3506 
     20298743     ECG4   3506 
     20298744     ECG4   3506 
     20298745     ECG4   3506 
     20298746     ECG4   3506 
     20298747     ECG4   3506 
     20298748     ECG4   3506 
     20298749     ECG4   3506 
     20298750     ECG4   3506 
     20298751     ECG4   3506 
     20298752     ECG4   3506 
     20298753     ECG4   3506 
     20298754     ECG1   3670 
     20298755     ECG1   3670 
     20298756     ECG1   3670 
     20298757     ECG1   3670 
     20298758     ECG1   3670 
     20298759     ECG1   3670 
     20298760     ECG1   3670 
     20298761     ECG1   3670 
     20298762     ECG1   3670 
     20298763     ECG1   3670 
     20298764     ECG1   3670 
     20298765     ECG1   3670 
     20298766     ECG1   3670 
     20298767     ECG1   3670 
     20298768     ECG1   3670 
     20298769     ECG1   3670 
     20298770     ECG1   3670 
     20298771     ECG1   3670 
     20298772     ECG1   3670 
     20298773     ECG1   3670 
     20298774     ECG1   3670 
     20298775     ECG1   3670 
     20298776     ECG1   3670 
     20298777     ECG1   3670 
     20298778     ECG1   3670 
     20298779     ECG1   3670 
     20298780     ECG1   3670 
     20298781     ECG1   3670 
     20298782     ECG1   3670 
     20298783     ECG1   3670 
     20298784     ECG1   3670 
     20298785     ECG1   3670 
     20298786     ECG1   3670 
     20298787     ECG1   3670 
     20298788     ECG1   3670 
     20298789     ECG1   3670 
     20298790     ECG1   3670 
     20298791     ECG1   3670 
     20298792     ECG1   3670 
     20298793     ECG1   3670 
     20298754     ECG2   2943 
     20298755     ECG2   2943 
     20298756     ECG2   2943 
     20298757     ECG2   2943 
     20298758     ECG2   2943 
     20298759     ECG2   2943 
     20298760     ECG2   2943 
     20298761     ECG2   2943 
     20298762     ECG2   2943 
     20298763     ECG2   2943 
     20298764     ECG2   2943 
     20298765     ECG2   2943 
     20298766     ECG2   2943 
     20298767     ECG2   2943 
     20298768     ECG2   2943 
     20298769     ECG2   2943 
     20298770     ECG2   2943 
     20298771     ECG2   2943 
     20298772     ECG2   2943 
     20298773     ECG2   2943 
     20298774     ECG2   2943 
     20298775     ECG2   2943 
     20298776     ECG2   2943 
     20298777     ECG2   2943 
     20298778     ECG2   2943 
     20298779     ECG2   2943 
     20298780     ECG2   2943 
     20298781     ECG2   2943 
     20298782     ECG2   2943 
     20298783     ECG2   2943 
     20298784     ECG2   2943 
     20298785     ECG2   2943 
     20298786     ECG2   2943 
     20298787     ECG2   2943 
     20298788     ECG2   2943 
     20298789     ECG2   2943 
     20298790     ECG2   2943 
     20298791     ECG2   2943 
     20298792     ECG2   2943 
     20298793     ECG2   2943 
     20298754     ECG3   3253 
     20298755     ECG3   3253 
     20298756     ECG3   3253 
     20298757     ECG3   3253 
     20298758     ECG3   3253 
     20298759     ECG3   3253 
     20298760     ECG3   3253 
     20298761     ECG3   3253 
     20298762     ECG3   3253 
     20298763     ECG3   3253 
     20298764     ECG3   3253 
     20298765     ECG3   3253 
     20298766     ECG3   3253 
     20298767     ECG3   3253 
     20298768     ECG3   3253 
     20298769     ECG3   3253 
     20298770     ECG3   3253 
     20298771     ECG3   3253 
     20298772     ECG3   3253 
     20298773     ECG3   3253 
     20298774     ECG3   3253 
     20298775     ECG3   3253 
     20298776     ECG3   3253 
     20298777     ECG3   3253 
     20298778     ECG3   3253 
     20298779     ECG3   3253 
     20298780     ECG3   3253 
     20298781     ECG3   3253 
     20298782     ECG3   3253 
     20298783     ECG3   3253 
     20298784     ECG3   3253 
     20298785     ECG3   3253 
     20298786     ECG3   3253 
     20298787     ECG3   3253 
     20298788     ECG3   3253 
     20298789     ECG3   3253 
     20298790     ECG3   3253 
     20298791     ECG3   3253 
     20298792     ECG3   3253 
     20298793     ECG3   3253 
     20298754     ECG4   3506 
     20298755     ECG4   3506 
     20298756     ECG4   3506 
     20298757     ECG4   3506 
     20298758     ECG4   3506 
     20298759     ECG4   3506 
     20298760     ECG4   3506 
     20298761     ECG4   3506 
     20298762     ECG4   3506 
     20298763     ECG4   3506 
     20298764     ECG4   3506 
     20298765     ECG4   3506 
     20298766     ECG4   3506 
     20298767     ECG4   3506 
     20298768     ECG4   3506 
     20298769     ECG4   3506 
     20298770     ECG4   3506 
     20298771     ECG4   3506 
     20298772     ECG4   3506 
     20298773     ECG4   3506 
     20298774     ECG4   3506 
     20298775     ECG4   3506 
     20298776     ECG4   3506 
     20298777     ECG4   3506 
     20298778     ECG4   3506 
     20298779     ECG4   3506 
     20298780     ECG4   3506 
     20298781     ECG4   3506 
     20298782     ECG4   3506 
     20298783     ECG4   3506 
     20298784     ECG4   3506 
     20298785     ECG4   3506 
     20298786     ECG4   3506 
     20298787     ECG4   3506 
     20298788     ECG4   3506 
     20298789     ECG4   3506 
     20298790     ECG4   3506 
     20298791     ECG4   3506 
     20298792     ECG4   3506 
     20298793     ECG4   3506 
     20298794     ECG1   3670 
     20298795     ECG1   3670 
     20298796     ECG1   3670 
     20298797     ECG1   3670 
     20298798     ECG1   3670 
     20298799     ECG1   3670 
     20298800     ECG1   3670 
     20298801     ECG1   3670 
     20298802     ECG1   3670 
     20298803     ECG1   3670 
     20298804     ECG1   3670 
     20298805     ECG1   3670 
     20298806     ECG1   3670 
     20298807     ECG1   3670 
     20298808     ECG1   3670 
     20298809     ECG1   3670 
     20298810     ECG1   3670 
     20298811     ECG1   3670 
     20298812     ECG1   3670 
     20298813     ECG1   3670 
     20298814     ECG1   3670 
     20298815     ECG1   3670 
     20298816     ECG1   3670 
     20298817     ECG1   3670 
     20298818     ECG1   3670 
     20298819     ECG1   3670 
     20298820     ECG1   3670 
     20298821     ECG1   3670 
     20298822     ECG1   3670 
     20298823     ECG1   3670 
     20298824     ECG1   3670 
     20298825     ECG1   3670 
     20298826     ECG1   3670 
     20298827     ECG1   3670 
     20298828     ECG1   3670 
     20298829     ECG1   3670 
     20298830     ECG1   3670 
     20298831     ECG1   3670 
     20298832     ECG1   3670 
     20298833     ECG1   3670 
     20298794     ECG2   2943 
     20298795     ECG2   2943 
     20298796     ECG2   2943 
     20298797     ECG2   2943 
     20298798     ECG2   2943 
     20298799     ECG2   2943 
     20298800     ECG2   2943 
     20298801     ECG2   2943 
     20298802     ECG2   2943 
     20298803     ECG2   2943 
     20298804     ECG2   2943 
     20298805     ECG2   2943 
     20298806     ECG2   2943 
     20298807     ECG2   2943 
     20298808     ECG2   2943 
     20298809     ECG2   2943 
     20298810     ECG2   2943 
     20298811     ECG2   2943 
     20298812     ECG2   2943 
     20298813     ECG2   2943 
     20298814     ECG2   2943 
     20298815     ECG2   2943 
     20298816     ECG2   2943 
     20298817     ECG2   2943 
     20298818     ECG2   2943 
     20298819     ECG2   2943 
     20298820     ECG2   2943 
     20298821     ECG2   2943 
     20298822     ECG2   2943 
     20298823     ECG2   2943 
     20298824     ECG2   2943 
     20298825     ECG2   2943 
     20298826     ECG2   2943 
     20298827     ECG2   2943 
     20298828     ECG2   2943 
     20298829     ECG2   2943 
     20298830     ECG2   2943 
     20298831     ECG2   2943 
     20298832     ECG2   2943 
     20298833     ECG2   2943 
     20298794     ECG3   3253 
     20298795     ECG3   3253 
     20298796     ECG3   3253 
     20298797     ECG3   3253 
     20298798     ECG3   3253 
     20298799     ECG3   3253 
     20298800     ECG3   3253 
     20298801     ECG3   3253 
     20298802     ECG3   3253 
     20298803     ECG3   3253 
     20298804     ECG3   3253 
     20298805     ECG3   3253 
     20298806     ECG3   3253 
     20298807     ECG3   3253 
     20298808     ECG3   3253 
     20298809     ECG3   3253 
     20298810     ECG3   3253 
     20298811     ECG3   3253 
     20298812     ECG3   3253 
     20298813     ECG3   3253 
     20298814     ECG3   3253 
     20298815     ECG3   3253 
     20298816     ECG3   3253 
     20298817     ECG3   3253 
     20298818     ECG3   3253 
     20298819     ECG3   3253 
     20298820     ECG3   3253 
     20298821     ECG3   3253 
     20298822     ECG3   3253 
     20298823     ECG3   3253 
     20298824     ECG3   3253 
     20298825     ECG3   3253 
     20298826     ECG3   3253 
     20298827     ECG3   3253 
     20298828     ECG3   3253 
     20298829     ECG3   3253 
     20298830     ECG3   3253 
     20298831     ECG3   3253 
     20298832     ECG3   3253 
     20298833     ECG3   3253 
     20298794     ECG4   3506 
     20298795     ECG4   3506 
     20298796     ECG4   3506 
