UUID        = f318bdec-c973-4a03-ae2f-381d05d8a325
     20780804     ECG3   3425 
     20780805     ECG3   3425 
     20780806     ECG3   3425 
     20780807     ECG3   3425 
     20780808     ECG3   3425 
     20780809     ECG3   3425 
     20780810     ECG3   3425 
     20780811     ECG3   3425 
     20780812     ECG3   3425 
     20780813     ECG3   3425 
     20780814     ECG3   3425 
     20780815     ECG3   3425 
     20780816     ECG3   3425 
     20780817     ECG3   3425 
     20780818     ECG3   3425 
     20780819     ECG3   3425 
     20780820     ECG3   3425 
     20780821     ECG3   3425 
     20780822     ECG3   3425 
     20780823     ECG3   3425 
     20780784     ECG4    166 
     20780785     ECG4    166 
     20780786     ECG4    166 
     20780787     ECG4    166 
     20780788     ECG4    166 
     20780789     ECG4    166 
     20780790     ECG4    166 
     20780791     ECG4    166 
     20780792     ECG4    166 
     20780793     ECG4    166 
     20780794     ECG4    166 
     20780795     ECG4    166 
     20780796     ECG4    166 
     20780797     ECG4    166 
     20780798     ECG4    166 
     20780799     ECG4    166 
     20780800     ECG4    166 
     20780801     ECG4    166 
     20780802     ECG4    166 
     20780803     ECG4    166 
     20780804     ECG4    166 
     20780805     ECG4    166 
     20780806     ECG4    166 
     20780807     ECG4    166 
     20780808     ECG4    166 
     20780809     ECG4    166 
     20780810     ECG4    166 
     20780811     ECG4    166 
     20780812     ECG4    166 
     20780813     ECG4    166 
     20780814     ECG4    166 
     20780815     ECG4    166 
     20780816     ECG4    166 
     20780817     ECG4    166 
     20780818     ECG4    166 
     20780819     ECG4    166 
     20780820     ECG4    166 
     20780821     ECG4    166 
     20780822     ECG4    166 
     20780823     ECG4    166 
     20780824     ECG1   3575 
     20780825     ECG1   3575 
     20780826     ECG1   3575 
     20780827     ECG1   3575 
     20780828     ECG1   3575 
     20780829     ECG1   3575 
     20780830     ECG1   3575 
     20780831     ECG1   3575 
     20780832     ECG1   3575 
     20780833     ECG1   3575 
     20780834     ECG1   3575 
     20780835     ECG1   3575 
     20780836     ECG1   3575 
     20780837     ECG1   3575 
     20780838     ECG1   3575 
     20780839     ECG1   3575 
     20780840     ECG1   3575 
     20780841     ECG1   3575 
     20780842     ECG1   3575 
     20780843     ECG1   3575 
     20780844     ECG1   3575 
     20780845     ECG1   3575 
     20780846     ECG1   3575 
     20780847     ECG1   3575 
     20780848     ECG1   3575 
     20780849     ECG1   3575 
     20780850     ECG1   3575 
     20780851     ECG1   3575 
     20780852     ECG1   3575 
     20780853     ECG1   3575 
     20780854     ECG1   3575 
     20780855     ECG1   3575 
     20780856     ECG1   3575 
     20780857     ECG1   3575 
     20780858     ECG1   3575 
     20780859     ECG1   3575 
     20780860     ECG1   3575 
     20780861     ECG1   3575 
     20780862     ECG1   3575 
     20780863     ECG1   3575 
     20780824     ECG2   3057 
     20780825     ECG2   3057 
     20780826     ECG2   3057 
     20780827     ECG2   3057 
     20780828     ECG2   3057 
     20780829     ECG2   3057 
     20780830     ECG2   3057 
     20780831     ECG2   3057 
     20780832     ECG2   3057 
     20780833     ECG2   3057 
     20780834     ECG2   3057 
     20780835     ECG2   3057 
     20780836     ECG2   3057 
     20780837     ECG2   3057 
     20780838     ECG2   3057 
     20780839     ECG2   3057 
     20780840     ECG2   3057 
     20780841     ECG2   3057 
     20780842     ECG2   3057 
     20780843     ECG2   3057 
     20780844     ECG2   3057 
     20780845     ECG2   3057 
     20780846     ECG2   3057 
     20780847     ECG2   3057 
     20780848     ECG2   3057 
     20780849     ECG2   3057 
     20780850     ECG2   3057 
     20780851     ECG2   3057 
     20780852     ECG2   3057 
     20780853     ECG2   3057 
     20780854     ECG2   3057 
     20780855     ECG2   3057 
     20780856     ECG2   3057 
     20780857     ECG2   3057 
     20780858     ECG2   3057 
     20780859     ECG2   3057 
     20780860     ECG2   3057 
     20780861     ECG2   3057 
     20780862     ECG2   3057 
     20780863     ECG2   3057 
     20780824     ECG3   3425 
     20780825     ECG3   3425 
     20780826     ECG3   3425 
     20780827     ECG3   3425 
     20780828     ECG3   3425 
     20780829     ECG3   3425 
     20780830     ECG3   3425 
     20780831     ECG3   3425 
     20780832     ECG3   3425 
     20780833     ECG3   3425 
     20780834     ECG3   3425 
     20780835     ECG3   3425 
     20780836     ECG3   3425 
     20780837     ECG3   3425 
     20780838     ECG3   3425 
     20780839     ECG3   3425 
     20780840     ECG3   3425 
     20780841     ECG3   3425 
     20780842     ECG3   3425 
     20780843     ECG3   3425 
     20780844     ECG3   3425 
     20780845     ECG3   3425 
     20780846     ECG3   3425 
     20780847     ECG3   3425 
     20780848     ECG3   3425 
     20780849     ECG3   3425 
     20780850     ECG3   3425 
     20780851     ECG3   3425 
     20780852     ECG3   3425 
     20780853     ECG3   3425 
     20780854     ECG3   3425 
     20780855     ECG3   3425 
     20780856     ECG3   3425 
     20780857     ECG3   3425 
     20780858     ECG3   3425 
     20780859     ECG3   3425 
     20780860     ECG3   3425 
     20780861     ECG3   3425 
     20780862     ECG3   3425 
     20780863     ECG3   3425 
     20780824     ECG4    166 
     20780825     ECG4    166 
     20780826     ECG4    166 
     20780827     ECG4    166 
     20780828     ECG4    166 
     20780829     ECG4    166 
     20780830     ECG4    166 
     20780831     ECG4    166 
     20780832     ECG4    166 
     20780833     ECG4    166 
     20780834     ECG4    166 
     20780835     ECG4    166 
     20780836     ECG4    166 
     20780837     ECG4    166 
     20780838     ECG4    166 
     20780839     ECG4    166 
     20780840     ECG4    166 
     20780841     ECG4    166 
     20780842     ECG4    166 
     20780843     ECG4    166 
     20780844     ECG4    166 
     20780845     ECG4    166 
     20780846     ECG4    166 
     20780847     ECG4    166 
     20780848     ECG4    166 
     20780849     ECG4    166 
     20780850     ECG4    166 
     20780851     ECG4    166 
     20780852     ECG4    166 
     20780853     ECG4    166 
     20780854     ECG4    166 
     20780855     ECG4    166 
     20780856     ECG4    166 
     20780857     ECG4    166 
     20780858     ECG4    166 
     20780859     ECG4    166 
     20780860     ECG4    166 
     20780861     ECG4    166 
     20780862     ECG4    166 
     20780863     ECG4    166 
     20780864     ECG1   3575 
     20780865     ECG1   3575 
     20780866     ECG1   3575 
     20780867     ECG1   3575 
     20780868     ECG1   3575 
     20780869     ECG1   3575 
     20780870     ECG1   3575 
     20780871     ECG1   3575 
     20780872     ECG1   3575 
     20780873     ECG1   3575 
     20780874     ECG1   3575 
     20780875     ECG1   3575 
     20780876     ECG1   3575 
     20780877     ECG1   3575 
     20780878     ECG1   3575 
     20780879     ECG1   3575 
     20780880     ECG1   3575 
     20780881     ECG1   3575 
     20780882     ECG1   3575 
     20780883     ECG1   3575 
     20780884     ECG1   3575 
     20780885     ECG1   3575 
     20780886     ECG1   3575 
     20780887     ECG1   3575 
     20780888     ECG1   3575 
     20780889     ECG1   3575 
     20780890     ECG1   3575 
     20780891     ECG1   3575 
     20780892     ECG1   3575 
     20780893     ECG1   3575 
     20780894     ECG1   3575 
     20780895     ECG1   3575 
     20780896     ECG1   3575 
     20780897     ECG1   3575 
     20780898     ECG1   3575 
     20780899     ECG1   3575 
     20780900     ECG1   3575 
     20780901     ECG1   3575 
     20780902     ECG1   3575 
     20780903     ECG1   3575 
     20780864     ECG2   3057 
     20780865     ECG2   3057 
     20780866     ECG2   3057 
     20780867     ECG2   3057 
     20780868     ECG2   3057 
     20780869     ECG2   3057 
     20780870     ECG2   3057 
     20780871     ECG2   3057 
     20780872     ECG2   3057 
     20780873     ECG2   3057 
     20780874     ECG2   3057 
     20780875     ECG2   3057 
     20780876     ECG2   3057 
     20780877     ECG2   3057 
     20780878     ECG2   3057 
     20780879     ECG2   3057 
     20780880     ECG2   3057 
     20780881     ECG2   3057 
     20780882     ECG2   3057 
     20780883     ECG2   3057 
     20780884     ECG2   3057 
     20780885     ECG2   3057 
     20780886     ECG2   3057 
     20780887     ECG2   3057 
     20780888     ECG2   3057 
     20780889     ECG2   3057 
     20780890     ECG2   3057 
     20780891     ECG2   3057 
     20780892     ECG2   3057 
     20780893     ECG2   3057 
     20780894     ECG2   3057 
     20780895     ECG2   3057 
     20780896     ECG2   3057 
     20780897     ECG2   3057 
     20780898     ECG2   3057 
     20780899     ECG2   3057 
     20780900     ECG2   3057 
     20780901     ECG2   3057 
     20780902     ECG2   3057 
     20780903     ECG2   3057 
     20780864     ECG3   3425 
     20780865     ECG3   3425 
     20780866     ECG3   3425 
     20780867     ECG3   3425 
     20780868     ECG3   3425 
     20780869     ECG3   3425 
     20780870     ECG3   3425 
     20780871     ECG3   3425 
     20780872     ECG3   3425 
     20780873     ECG3   3425 
     20780874     ECG3   3425 
     20780875     ECG3   3425 
     20780876     ECG3   3425 
     20780877     ECG3   3425 
     20780878     ECG3   3425 
     20780879     ECG3   3425 
     20780880     ECG3   3425 
     20780881     ECG3   3425 
     20780882     ECG3   3425 
     20780883     ECG3   3425 
     20780884     ECG3   3425 
     20780885     ECG3   3425 
     20780886     ECG3   3425 
     20780887     ECG3   3425 
     20780888     ECG3   3425 
     20780889     ECG3   3425 
     20780890     ECG3   3425 
     20780891     ECG3   3425 
     20780892     ECG3   3425 
     20780893     ECG3   3425 
     20780894     ECG3   3425 
     20780895     ECG3   3425 
     20780896     ECG3   3425 
     20780897     ECG3   3425 
     20780898     ECG3   3425 
     20780899     ECG3   3425 
     20780900     ECG3   3425 
     20780901     ECG3   3425 
     20780902     ECG3   3425 
     20780903     ECG3   3425 
     20780864     ECG4    166 
     20780865     ECG4    166 
     20780866     ECG4    166 
     20780867     ECG4    166 
     20780868     ECG4    166 
     20780869     ECG4    166 
     20780870     ECG4    166 
     20780871     ECG4    166 
     20780872     ECG4    166 
     20780873     ECG4    166 
     20780874     ECG4    166 
     20780875     ECG4    166 
     20780876     ECG4    166 
     20780877     ECG4    166 
     20780878     ECG4    166 
     20780879     ECG4    166 
     20780880     ECG4    166 
     20780881     ECG4    166 
     20780882     ECG4    166 
     20780883     ECG4    166 
     20780884     ECG4    166 
     20780885     ECG4    166 
     20780886     ECG4    166 
     20780887     ECG4    166 
     20780888     ECG4    166 
     20780889     ECG4    166 
     20780890     ECG4    166 
     20780891     ECG4    166 
     20780892     ECG4    166 
     20780893     ECG4    166 
     20780894     ECG4    166 
     20780895     ECG4    166 
     20780896     ECG4    166 
     20780897     ECG4    166 
     20780898     ECG4    166 
     20780899     ECG4    166 
     20780900     ECG4    166 
     20780901     ECG4    166 
     20780902     ECG4    166 
     20780903     ECG4    166 
     20780904     ECG1   3575 
     20780905     ECG1   3575 
     20780906     ECG1   3575 
     20780907     ECG1   3575 
     20780908     ECG1   3575 
     20780909     ECG1   3575 
     20780910     ECG1   3575 
     20780911     ECG1   3575 
     20780912     ECG1   3575 
     20780913     ECG1   3575 
     20780914     ECG1   3575 
     20780915     ECG1   3575 
     20780916     ECG1   3575 
     20780917     ECG1   3575 
     20780918     ECG1   3575 
     20780919     ECG1   3575 
     20780920     ECG1   3575 
     20780921     ECG1   3575 
     20780922     ECG1   3575 
     20780923     ECG1   3575 
     20780924     ECG1   3575 
     20780925     ECG1   3575 
     20780926     ECG1   3575 
     20780927     ECG1   3575 
     20780928     ECG1   3575 
     20780929     ECG1   3575 
     20780930     ECG1   3575 
     20780931     ECG1   3575 
     20780932     ECG1   3575 
     20780904     ECG2   3057 
     20780905     ECG2   3057 
     20780906     ECG2   3057 
     20780907     ECG2   3057 
     20780908     ECG2   3057 
     20780909     ECG2   3057 
     20780910     ECG2   3057 
     20780911     ECG2   3057 
     20780912     ECG2   3057 
     20780913     ECG2   3057 
     20780914     ECG2   3057 
     20780915     ECG2   3057 
     20780916     ECG2   3057 
     20780917     ECG2   3057 
     20780918     ECG2   3057 
     20780919     ECG2   3057 
     20780920     ECG2   3057 
     20780921     ECG2   3057 
     20780922     ECG2   3057 
     20780923     ECG2   3057 
     20780924     ECG2   3057 
     20780925     ECG2   3057 
     20780926     ECG2   3057 
     20780927     ECG2   3057 
     20780928     ECG2   3057 
     20780929     ECG2   3057 
     20780930     ECG2   3057 
     20780931     ECG2   3057 
     20780932     ECG2   3057 
     20780904     ECG3   3425 
     20780905     ECG3   3425 
     20780906     ECG3   3425 
     20780907     ECG3   3425 
     20780908     ECG3   3425 
     20780909     ECG3   3425 
     20780910     ECG3   3425 
     20780911     ECG3   3425 
     20780912     ECG3   3425 
     20780913     ECG3   3425 
     20780914     ECG3   3425 
     20780915     ECG3   3425 
     20780916     ECG3   3425 
     20780917     ECG3   3425 
     20780918     ECG3   3425 
     20780919     ECG3   3425 
     20780920     ECG3   3425 
     20780921     ECG3   3425 
     20780922     ECG3   3425 
     20780923     ECG3   3425 
     20780924     ECG3   3425 
     20780925     ECG3   3425 
     20780926     ECG3   3425 
     20780927     ECG3   3425 
     20780928     ECG3   3425 
     20780929     ECG3   3425 
     20780930     ECG3   3425 
     20780931     ECG3   3425 
     20780932     ECG3   3425 
     20780904     ECG4    166 
     20780905     ECG4    166 
     20780906     ECG4    166 
     20780907     ECG4    166 
     20780908     ECG4    166 
     20780909     ECG4    166 
     20780910     ECG4    166 
     20780911     ECG4    166 
     20780912     ECG4    166 
     20780913     ECG4    166 
     20780914     ECG4    166 
     20780915     ECG4    166 
     20780916     ECG4    166 
     20780917     ECG4    166 
     20780918     ECG4    166 
     20780919     ECG4    166 
     20780920     ECG4    166 
     20780921     ECG4    166 
     20780922     ECG4    166 
     20780923     ECG4    166 
     20780924     ECG4    166 
     20780925     ECG4    166 
     20780926     ECG4    166 
     20780927     ECG4    166 
     20780928     ECG4    166 
     20780929     ECG4    166 
     20780930     ECG4    166 
     20780931     ECG4    166 
     20780932     ECG4    166 
     20847347     ECG1   3563 
     20847348     ECG1   3563 
     20847349     ECG1   3563 
     20847350     ECG1   3563 
     20847351     ECG1   3563 
     20847352     ECG1   3563 
     20847353     ECG1   3563 
     20847354     ECG1   3563 
     20847355     ECG1   3563 
     20847356     ECG1   3563 
     20847357     ECG1   3563 
     20847358     ECG1   3563 
     20847359     ECG1   3563 
     20847360     ECG1   3563 
     20847361     ECG1   3563 
     20847362     ECG1   3563 
     20847363     ECG1   3563 
     20847364     ECG1   3563 
     20847365     ECG1   3563 
     20847366     ECG1   3563 
     20847367     ECG1   3563 
     20847368     ECG1   3563 
     20847369     ECG1   3563 
     20847370     ECG1   3563 
     20847371     ECG1   3563 
     20847372     ECG1   3563 
     20847373     ECG1   3563 
     20847374     ECG1   3563 
     20847375     ECG1   3563 
     20847376     ECG1   3563 
     20847377     ECG1   3563 
     20847378     ECG1   3563 
     20847379     ECG1   3563 
     20847380     ECG1   3563 
     20847381     ECG1   3563 
     20847382     ECG1   3563 
     20847383     ECG1   3563 
     20847347     ECG2    756 
     20847348     ECG2    756 
     20847349     ECG2    756 
     20847350     ECG2    756 
     20847351     ECG2    756 
     20847352     ECG2    756 
     20847353     ECG2    756 
     20847354     ECG2    756 
     20847355     ECG2    756 
     20847356     ECG2    756 
     20847357     ECG2    756 
     20847358     ECG2    756 
     20847359     ECG2    756 
     20847360     ECG2    756 
     20847361     ECG2    756 
     20847362     ECG2    756 
     20847363     ECG2    756 
     20847364     ECG2    756 
     20847365     ECG2    756 
     20847366     ECG2    756 
     20847367     ECG2    756 
     20847368     ECG2    756 
     20847369     ECG2    756 
     20847370     ECG2    756 
     20847371     ECG2    756 
     20847372     ECG2    756 
     20847373     ECG2    756 
     20847374     ECG2    756 
     20847375     ECG2    756 
     20847376     ECG2    756 
     20847377     ECG2    756 
     20847378     ECG2    756 
     20847379     ECG2    756 
     20847380     ECG2    756 
     20847381     ECG2    756 
     20847382     ECG2    756 
     20847383     ECG2    756 
     20847347     ECG3   3939 
     20847348     ECG3   3939 
     20847349     ECG3   3939 
     20847350     ECG3   3939 
     20847351     ECG3   3939 
     20847352     ECG3   3939 
     20847353     ECG3   3939 
     20847354     ECG3   3939 
     20847355     ECG3   3939 
     20847356     ECG3   3939 
     20847357     ECG3   3939 
     20847358     ECG3   3939 
     20847359     ECG3   3939 
     20847360     ECG3   3939 
     20847361     ECG3   3939 
     20847362     ECG3   3939 
     20847363     ECG3   3939 
     20847364     ECG3   3939 
     20847365     ECG3   3939 
     20847366     ECG3   3939 
     20847367     ECG3   3939 
     20847368     ECG3   3939 
     20847369     ECG3   3939 
     20847370     ECG3   3939 
     20847371     ECG3   3939 
     20847372     ECG3   3939 
     20847373     ECG3   3939 
     20847374     ECG3   3939 
     20847375     ECG3   3939 
     20847376     ECG3   3939 
     20847377     ECG3   3939 
     20847378     ECG3   3939 
     20847379     ECG3   3939 
     20847380     ECG3   3939 
     20847381     ECG3   3939 
     20847382     ECG3   3939 
     20847383     ECG3   3939 
     20847347     ECG4   2539 
     20847348     ECG4   2539 
     20847349     ECG4   2539 
     20847350     ECG4   2539 
     20847351     ECG4   2539 
     20847352     ECG4   2539 
     20847353     ECG4   2539 
     20847354     ECG4   2539 
     20847355     ECG4   2539 
     20847356     ECG4   2539 
     20847357     ECG4   2539 
     20847358     ECG4   2539 
     20847359     ECG4   2539 
     20847360     ECG4   2539 
     20847361     ECG4   2539 
     20847362     ECG4   2539 
     20847363     ECG4   2539 
     20847364     ECG4   2539 
     20847365     ECG4   2539 
     20847366     ECG4   2539 
     20847367     ECG4   2539 
     20847368     ECG4   2539 
     20847369     ECG4   2539 
     20847370     ECG4   2539 
     20847371     ECG4   2539 
     20847372     ECG4   2539 
     20847373     ECG4   2539 
     20847374     ECG4   2539 
     20847375     ECG4   2539 
     20847376     ECG4   2539 
     20847377     ECG4   2539 
     20847378     ECG4   2539 
     20847379     ECG4   2539 
     20847380     ECG4   2539 
     20847381     ECG4   2539 
     20847382     ECG4   2539 
     20847383     ECG4   2539 
     20847384     ECG1   3563 
     20847385     ECG1   3563 
     20847386     ECG1   3563 
     20847387     ECG1   3563 
     20847388     ECG1   3563 
     20847389     ECG1   3563 
     20847390     ECG1   3563 
     20847391     ECG1   3563 
     20847392     ECG1   3563 
     20847393     ECG1   3563 
     20847394     ECG1   3563 
     20847395     ECG1   3563 
     20847396     ECG1   3563 
     20847397     ECG1   3563 
     20847398     ECG1   3563 
     20847399     ECG1   3563 
     20847400     ECG1   3563 
     20847401     ECG1   3563 
     20847402     ECG1   3563 
     20847403     ECG1   3563 
     20847404     ECG1   3563 
     20847405     ECG1   3563 
     20847406     ECG1   3563 
     20847407     ECG1   3563 
     20847408     ECG1   3563 
     20847409     ECG1   3563 
     20847410     ECG1   3563 
     20847411     ECG1   3563 
     20847412     ECG1   3563 
     20847413     ECG1   3563 
     20847414     ECG1   3563 
     20847415     ECG1   3563 
     20847416     ECG1   3563 
     20847417     ECG1   3563 
     20847418     ECG1   3563 
     20847419     ECG1   3563 
     20847420     ECG1   3563 
     20847421     ECG1   3563 
     20847422     ECG1   3563 
     20847423     ECG1   3563 
     20847384     ECG2    756 
     20847385     ECG2    756 
     20847386     ECG2    756 
     20847387     ECG2    756 
     20847388     ECG2    756 
     20847389     ECG2    756 
     20847390     ECG2    756 
     20847391     ECG2    756 
     20847392     ECG2    756 
     20847393     ECG2    756 
     20847394     ECG2    756 
     20847395     ECG2    756 
     20847396     ECG2    756 
     20847397     ECG2    756 
     20847398     ECG2    756 
     20847399     ECG2    756 
     20847400     ECG2    756 
     20847401     ECG2    756 
     20847402     ECG2    756 
     20847403     ECG2    756 
     20847404     ECG2    756 
     20847405     ECG2    756 
     20847406     ECG2    756 
     20847407     ECG2    756 
     20847408     ECG2    756 
     20847409     ECG2    756 
     20847410     ECG2    756 
     20847411     ECG2    756 
     20847412     ECG2    756 
     20847413     ECG2    756 
     20847414     ECG2    756 
     20847415     ECG2    756 
     20847416     ECG2    756 
     20847417     ECG2    756 
     20847418     ECG2    756 
     20847419     ECG2    756 
     20847420     ECG2    756 
     20847421     ECG2    756 
     20847422     ECG2    756 
     20847423     ECG2    756 
     20847384     ECG3   3939 
     20847385     ECG3   3939 
     20847386     ECG3   3939 
     20847387     ECG3   3939 
     20847388     ECG3   3939 
     20847389     ECG3   3939 
     20847390     ECG3   3939 
     20847391     ECG3   3939 
     20847392     ECG3   3939 
     20847393     ECG3   3939 
     20847394     ECG3   3939 
     20847395     ECG3   3939 
     20847396     ECG3   3939 
     20847397     ECG3   3939 
     20847398     ECG3   3939 
     20847399     ECG3   3939 
     20847400     ECG3   3939 
     20847401     ECG3   3939 
     20847402     ECG3   3939 
     20847403     ECG3   3939 
     20847404     ECG3   3939 
     20847405     ECG3   3939 
     20847406     ECG3   3939 
     20847407     ECG3   3939 
     20847408     ECG3   3939 
     20847409     ECG3   3939 
     20847410     ECG3   3939 
     20847411     ECG3   3939 
     20847412     ECG3   3939 
     20847413     ECG3   3939 
     20847414     ECG3   3939 
     20847415     ECG3   3939 
     20847416     ECG3   3939 
     20847417     ECG3   3939 
     20847418     ECG3   3939 
     20847419     ECG3   3939 
     20847420     ECG3   3939 
     20847421     ECG3   3939 
     20847422     ECG3   3939 
     20847423     ECG3   3939 
     20847384     ECG4   2539 
     20847385     ECG4   2539 
     20847386     ECG4   2539 
     20847387     ECG4   2539 
     20847388     ECG4   2539 
     20847389     ECG4   2539 
     20847390     ECG4   2539 
     20847391     ECG4   2539 
     20847392     ECG4   2539 
     20847393     ECG4   2539 
     20847394     ECG4   2539 
     20847395     ECG4   2539 
     20847396     ECG4   2539 
     20847397     ECG4   2539 
     20847398     ECG4   2539 
     20847399     ECG4   2539 
     20847400     ECG4   2539 
     20847401     ECG4   2539 
     20847402     ECG4   2539 
     20847403     ECG4   2539 
     20847404     ECG4   2539 
     20847405     ECG4   2539 
     20847406     ECG4   2539 
     20847407     ECG4   2539 
     20847408     ECG4   2539 
     20847409     ECG4   2539 
     20847410     ECG4   2539 
     20847411     ECG4   2539 
     20847412     ECG4   2539 
     20847413     ECG4   2539 
     20847414     ECG4   2539 
     20847415     ECG4   2539 
     20847416     ECG4   2539 
     20847417     ECG4   2539 
     20847418     ECG4   2539 
     20847419     ECG4   2539 
     20847420     ECG4   2539 
     20847421     ECG4   2539 
     20847422     ECG4   2539 
     20847423     ECG4   2539 
     20847424     ECG1   3563 
     20847425     ECG1   3563 
     20847426     ECG1   3563 
     20847427     ECG1   3563 
     20847428     ECG1   3563 
     20847429     ECG1   3563 
     20847430     ECG1   3563 
     20847431     ECG1   3563 
     20847432     ECG1   3563 
     20847433     ECG1   3563 
     20847434     ECG1   3563 
     20847435     ECG1   3563 
     20847436     ECG1   3563 
     20847437     ECG1   3563 
     20847438     ECG1   3563 
     20847439     ECG1   3563 
     20847440     ECG1   3563 
     20847441     ECG1   3563 
     20847442     ECG1   3563 
     20847443     ECG1   3563 
     20847444     ECG1   3563 
     20847445     ECG1   3563 
     20847446     ECG1   3563 
     20847447     ECG1   3563 
     20847448     ECG1   3563 
     20847449     ECG1   3563 
     20847450     ECG1   3563 
     20847451     ECG1   3563 
     20847452     ECG1   3563 
     20847453     ECG1   3563 
     20847454     ECG1   3563 
     20847455     ECG1   3563 
     20847456     ECG1   3563 
     20847457     ECG1   3563 
     20847458     ECG1   3563 
     20847459     ECG1   3563 
     20847460     ECG1   3563 
     20847461     ECG1   3563 
     20847462     ECG1   3563 
     20847463     ECG1   3563 
     20847424     ECG2    756 
     20847425     ECG2    756 
     20847426     ECG2    756 
     20847427     ECG2    756 
     20847428     ECG2    756 
     20847429     ECG2    756 
     20847430     ECG2    756 
     20847431     ECG2    756 
     20847432     ECG2    756 
     20847433     ECG2    756 
     20847434     ECG2    756 
     20847435     ECG2    756 
     20847436     ECG2    756 
     20847437     ECG2    756 
     20847438     ECG2    756 
     20847439     ECG2    756 
     20847440     ECG2    756 
     20847441     ECG2    756 
     20847442     ECG2    756 
     20847443     ECG2    756 
     20847444     ECG2    756 
     20847445     ECG2    756 
     20847446     ECG2    756 
     20847447     ECG2    756 
     20847448     ECG2    756 
     20847449     ECG2    756 
     20847450     ECG2    756 
     20847451     ECG2    756 
     20847452     ECG2    756 
     20847453     ECG2    756 
     20847454     ECG2    756 
     20847455     ECG2    756 
     20847456     ECG2    756 
     20847457     ECG2    756 
     20847458     ECG2    756 
     20847459     ECG2    756 
     20847460     ECG2    756 
     20847461     ECG2    756 
     20847462     ECG2    756 
     20847463     ECG2    756 
     20847424     ECG3   3939 
     20847425     ECG3   3939 
     20847426     ECG3   3939 
     20847427     ECG3   3939 
     20847428     ECG3   3939 
     20847429     ECG3   3939 
     20847430     ECG3   3939 
     20847431     ECG3   3939 
     20847432     ECG3   3939 
     20847433     ECG3   3939 
     20847434     ECG3   3939 
     20847435     ECG3   3939 
     20847436     ECG3   3939 
     20847437     ECG3   3939 
     20847438     ECG3   3939 
     20847439     ECG3   3939 
     20847440     ECG3   3939 
     20847441     ECG3   3939 
     20847442     ECG3   3939 
     20847443     ECG3   3939 
     20847444     ECG3   3939 
     20847445     ECG3   3939 
     20847446     ECG3   3939 
     20847447     ECG3   3939 
     20847448     ECG3   3939 
     20847449     ECG3   3939 
     20847450     ECG3   3939 
     20847451     ECG3   3939 
     20847452     ECG3   3939 
     20847453     ECG3   3939 
     20847454     ECG3   3939 
     20847455     ECG3   3939 
     20847456     ECG3   3939 
     20847457     ECG3   3939 
     20847458     ECG3   3939 
     20847459     ECG3   3939 
     20847460     ECG3   3939 
     20847461     ECG3   3939 
     20847462     ECG3   3939 
     20847463     ECG3   3939 
     20847424     ECG4   2539 
     20847425     ECG4   2539 
     20847426     ECG4   2539 
     20847427     ECG4   2539 
     20847428     ECG4   2539 
     20847429     ECG4   2539 
     20847430     ECG4   2539 
     20847431     ECG4   2539 
     20847432     ECG4   2539 
     20847433     ECG4   2539 
     20847434     ECG4   2539 
     20847435     ECG4   2539 
     20847436     ECG4   2539 
     20847437     ECG4   2539 
     20847438     ECG4   2539 
     20847439     ECG4   2539 
     20847440     ECG4   2539 
     20847441     ECG4   2539 
     20847442     ECG4   2539 
     20847443     ECG4   2539 
     20847444     ECG4   2539 
     20847445     ECG4   2539 
     20847446     ECG4   2539 
     20847447     ECG4   2539 
     20847448     ECG4   2539 
     20847449     ECG4   2539 
     20847450     ECG4   2539 
     20847451     ECG4   2539 
     20847452     ECG4   2539 
     20847453     ECG4   2539 
     20847454     ECG4   2539 
     20847455     ECG4   2539 
     20847456     ECG4   2539 
     20847457     ECG4   2539 
     20847458     ECG4   2539 
     20847459     ECG4   2539 
     20847460     ECG4   2539 
     20847461     ECG4   2539 
     20847462     ECG4   2539 
     20847463     ECG4   2539 
     20847464     ECG1   3563 
     20847465     ECG1   3563 
     20847466     ECG1   3563 
     20847467     ECG1   3563 
     20847468     ECG1   3563 
     20847469     ECG1   3563 
     20847470     ECG1   3563 
     20847471     ECG1   3563 
     20847472     ECG1   3563 
     20847473     ECG1   3563 
     20847474     ECG1   3563 
     20847475     ECG1   3563 
     20847476     ECG1   3563 
     20847477     ECG1   3563 
     20847478     ECG1   3563 
     20847479     ECG1   3563 
     20847480     ECG1   3563 
     20847481     ECG1   3563 
     20847482     ECG1   3563 
     20847483     ECG1   3563 
     20847484     ECG1   3563 
     20847485     ECG1   3563 
     20847486     ECG1   3563 
     20847487     ECG1   3563 
     20847488     ECG1   3563 
     20847489     ECG1   3563 
     20847490     ECG1   3563 
     20847491     ECG1   3563 
     20847492     ECG1   3563 
     20847493     ECG1   3563 
     20847494     ECG1   3563 
     20847495     ECG1   3563 
     20847496     ECG1   3563 
     20847497     ECG1   3563 
     20847498     ECG1   3563 
     20847499     ECG1   3563 
     20847500     ECG1   3563 
     20847501     ECG1   3563 
     20847502     ECG1   3563 
     20847503     ECG1   3563 
     20847464     ECG2    756 
     20847465     ECG2    756 
     20847466     ECG2    756 
     20847467     ECG2    756 
     20847468     ECG2    756 
     20847469     ECG2    756 
     20847470     ECG2    756 
     20847471     ECG2    756 
     20847472     ECG2    756 
     20847473     ECG2    756 
     20847474     ECG2    756 
     20847475     ECG2    756 
     20847476     ECG2    756 
